,index,Dataset,expID,dumpPath,N,Architecture,FeatureLevel,ROIType,Slices,Aggregation,Augmentations,FSel,NFeatures,Clf,Clf_Parameters,Accuracy,AUC,Specificity,Sensitivity,Time_Overall
393,689068,HN,8953067f1fcc4985b75df7941ab1423f,/home/aydin/results/radPretrained/results/HN_8953067f1fcc4985b75df7941ab1423f/c35ff6ae13ffd2b8a0129dbee9d11f6e.dump,134,ResNet18,Top,ROIcut,All,Max,None,LASSO,16,RandomForest,{'n_estimators': 250},0.7910447761194029,0.8801560758082497,0.8153846153846154,0.7971014492753623,5.611521244049072
394,690965,HN,3ead52c0c148cb81ee702b26c6f9bee7,/home/aydin/results/radPretrained/results/HN_3ead52c0c148cb81ee702b26c6f9bee7/e3d8e16e1175b6edb180f143fd07b0be.dump,134,ResNet18,Top,ROIcut,All,Mean,None,ET,64,NaiveBayes,{},0.8059701492537313,0.8617614269788183,0.8,0.8115942028985508,2.396679162979126
395,687837,HN,fa9e7ec0884bfad67c900df4c8e91a31,/home/aydin/results/radPretrained/results/HN_fa9e7ec0884bfad67c900df4c8e91a31/20b6e94cd6dbd59c1f0d9c2cebc7e7e8.dump,134,ResNet18,Top,ROIcut,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 64}",0.7611940298507462,0.8537346711259755,0.7538461538461538,0.8405797101449275,1.8710410594940186
396,734876,HN,056d6b99e299b2f45152e80b598a6f59,/home/aydin/results/radPretrained/results/HN_056d6b99e299b2f45152e80b598a6f59/9297ea9f061b1ce3212634e91c573de6.dump,134,ResNet50,Mid,ROI,All,Max,None,LASSO,16,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 64}",0.7910447761194029,0.8981047937569677,0.8153846153846154,0.8405797101449275,2.31587553024292
397,735862,HN,ad95069a771f9f80e0e277e20883916e,/home/aydin/results/radPretrained/results/HN_ad95069a771f9f80e0e277e20883916e/45b728219ba184028f714b9daaab9a3c.dump,134,ResNet50,Mid,ROI,All,Mean,None,Anova,2,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 4}",0.7910447761194029,0.8867335562987738,0.8307692307692307,0.7971014492753623,1.9082684516906738
398,733196,HN,b26b6e45f9e222b4ceff0cee360b43f1,/home/aydin/results/radPretrained/results/HN_b26b6e45f9e222b4ceff0cee360b43f1/314add4444ddafec0fe12aa546305e6f.dump,134,ResNet50,Mid,ROI,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 4}",0.7835820895522388,0.862876254180602,0.7538461538461538,0.8405797101449275,3.104961633682251
399,745689,HN,b3e11c01dbf3e0655c22878c3511441b,/home/aydin/results/radPretrained/results/HN_b3e11c01dbf3e0655c22878c3511441b/920c03537ca80eb93fda8629069a200a.dump,134,ResNet50,Mid,ROIchannel,All,Max,None,RF,64,LogisticRegression,{'C': 0.0625},0.835820895522388,0.9027870680044593,0.8153846153846154,0.8985507246376812,4.71034574508667
400,746648,HN,2cd1ae2ac1a533560d2e4b34190cc301,/home/aydin/results/radPretrained/results/HN_2cd1ae2ac1a533560d2e4b34190cc301/d7ff9aaf6f89d06c15cf396b56db1fcf.dump,134,ResNet50,Mid,ROIchannel,All,Mean,None,Anova,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 16}",0.8283582089552238,0.896989966555184,0.8307692307692307,0.855072463768116,2.6359095573425293
401,742841,HN,de5a154749c83f7ed21208c968f13b1b,/home/aydin/results/radPretrained/results/HN_de5a154749c83f7ed21208c968f13b1b/6a4cbfd8d97c55c826bb39f92c086b1b.dump,134,ResNet50,Mid,ROIchannel,Max,Mean,None,LASSO,64,RBFSVM,"{'C': 16.0, 'gamma': 'auto'}",0.835820895522388,0.9054626532887402,0.8461538461538461,0.8695652173913043,1.9047906398773193
402,740778,HN,b478b9954aceeba999dcd09edcfe0bb1,/home/aydin/results/radPretrained/results/HN_b478b9954aceeba999dcd09edcfe0bb1/767057403e8d1eacbd7d947139bb1b93.dump,134,ResNet50,Mid,ROIcut,All,Max,None,ET,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 4}",0.7761194029850746,0.8602006688963211,0.8461538461538461,0.7536231884057971,3.9561972618103027
403,741884,HN,8a5a46f0d3e211a9ceca632ee79c2f07,/home/aydin/results/radPretrained/results/HN_8a5a46f0d3e211a9ceca632ee79c2f07/9ee3bd2aaea756ba02c2e8715de7180b.dump,134,ResNet50,Mid,ROIcut,All,Mean,None,LASSO,16,NaiveBayes,{},0.746268656716418,0.850613154960981,0.7846153846153846,0.7536231884057971,1.6504545211791992
404,738149,HN,619ca5681bb5351e95a93d0df625d141,/home/aydin/results/radPretrained/results/HN_619ca5681bb5351e95a93d0df625d141/f9ca4cfae6dc41d19bacb188ca6e018b.dump,134,ResNet50,Mid,ROIcut,Max,Mean,None,Bhattacharyya,8,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.7388059701492538,0.8367892976588629,0.7230769230769231,0.782608695652174,2.8152427673339844
405,716663,HN,1ffd86da6552711bd2f55d7d879da66b,/home/aydin/results/radPretrained/results/HN_1ffd86da6552711bd2f55d7d879da66b/47a66045c3dc85f906609caa9f27be7a.dump,134,ResNet50,Top,ROI,All,Max,None,Bhattacharyya,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 64}",0.7835820895522388,0.8648829431438128,0.7538461538461538,0.8695652173913043,5.276927947998047
406,718610,HN,8c4496173af09d89039811f5ed92f371,/home/aydin/results/radPretrained/results/HN_8c4496173af09d89039811f5ed92f371/807e75479cc50783c55b0a36d9181278.dump,134,ResNet50,Top,ROI,All,Mean,None,ET,16,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 64}",0.7835820895522388,0.8800445930880714,0.7692307692307692,0.8260869565217391,6.396575927734375
407,714500,HN,f3d8d8b1e1e9153ccac6406aab117361,/home/aydin/results/radPretrained/results/HN_f3d8d8b1e1e9153ccac6406aab117361/b0e2c09f79bdb2b428e63b8247681922.dump,134,ResNet50,Top,ROI,Max,Mean,None,ET,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.6940298507462687,0.748494983277592,0.676923076923077,0.7536231884057971,6.170993328094482
408,729260,HN,76677c50b147d7dc0c32f6cf09f69ce9,/home/aydin/results/radPretrained/results/HN_76677c50b147d7dc0c32f6cf09f69ce9/5d596f589b187e5ab85d196fd20fc2dc.dump,134,ResNet50,Top,ROIchannel,All,Max,None,Bhattacharyya,4,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 16}",0.8208955223880597,0.8867335562987737,0.8307692307692307,0.855072463768116,4.533904790878296
409,730387,HN,6c9f11fc4f51bcd7bbf9be90044081d1,/home/aydin/results/radPretrained/results/HN_6c9f11fc4f51bcd7bbf9be90044081d1/b32ffe934cb7d92a4d6142bb1aeb83f9.dump,134,ResNet50,Top,ROIchannel,All,Mean,None,Bhattacharyya,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 4}",0.6044776119402985,0.8682274247491638,0.7846153846153846,0.8405797101449275,4.667379140853882
410,727438,HN,689da96c8b87612e255ad448c8839141,/home/aydin/results/radPretrained/results/HN_689da96c8b87612e255ad448c8839141/967763d8f6ebbd815f8ecf2bd9d615cc.dump,134,ResNet50,Top,ROIchannel,Max,Mean,None,Anova,32,RandomForest,{'n_estimators': 250},0.7238805970149254,0.8304347826086956,0.8461538461538461,0.6811594202898551,8.141447067260742
411,723697,HN,71de8b6a2dd4ba1593bcc0c8000e92c8,/home/aydin/results/radPretrained/results/HN_71de8b6a2dd4ba1593bcc0c8000e92c8/8368a81f598487f946f85a220e0c66a1.dump,134,ResNet50,Top,ROIcut,All,Max,None,Bhattacharyya,8,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 64}",0.7686567164179104,0.8686733556298774,0.8,0.7971014492753623,4.424958944320679
412,724722,HN,99b494a376ea585500eaf4a6cd9aedfc,/home/aydin/results/radPretrained/results/HN_99b494a376ea585500eaf4a6cd9aedfc/5c003d95cca5a09923f612a471237a6f.dump,134,ResNet50,Top,ROIcut,All,Mean,None,Bhattacharyya,16,NaiveBayes,{},0.7238805970149254,0.8508361204013377,0.8307692307692307,0.7391304347826086,4.302145481109619
413,721587,HN,303ddb7f7859efb4504e0b88806d5e68,/home/aydin/results/radPretrained/results/HN_303ddb7f7859efb4504e0b88806d5e68/3a3e5d60af5ea92e8c38a0d0bbcc9021.dump,134,ResNet50,Top,ROIcut,Max,Mean,None,Anova,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 4}",0.7611940298507462,0.817391304347826,0.7692307692307692,0.8115942028985508,3.724315643310547
414,769186,HN,26bc774ab5d7388fd7829c3e0a1590eb,/home/aydin/results/radPretrained/results/HN_26bc774ab5d7388fd7829c3e0a1590eb/3b6456e9912ea33eb3ea2a34dce3d2f1.dump,134,VGG19,Mid,ROI,All,Max,None,ET,4,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 64}",0.8134328358208955,0.8876254180602008,0.8307692307692307,0.8260869565217391,3.7345082759857178
415,770739,HN,cd88370855842a342baf6e30ebf6272c,/home/aydin/results/radPretrained/results/HN_cd88370855842a342baf6e30ebf6272c/88e43ceea2f50d338796d2c902203189.dump,134,VGG19,Mid,ROI,All,Mean,None,Anova,8,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 4}",0.8059701492537313,0.8840579710144928,0.8307692307692307,0.7971014492753623,1.6569535732269287
416,766715,HN,2a5992e681ac479f1f63593917f612d0,/home/aydin/results/radPretrained/results/HN_2a5992e681ac479f1f63593917f612d0/62800d24cc34acb549648896068d57f9.dump,134,VGG19,Mid,ROI,Max,Mean,None,RF,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 16}",0.7761194029850746,0.8568561872909699,0.7384615384615385,0.8260869565217391,3.617471933364868
417,780452,HN,5c16a49b35d182f52e7093d2ccc3abf5,/home/aydin/results/radPretrained/results/HN_5c16a49b35d182f52e7093d2ccc3abf5/1e627685d95e573163ff32440cac6ccf.dump,134,VGG19,Mid,ROIchannel,All,Max,None,Bhattacharyya,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.7985074626865671,0.9051282051282051,0.8307692307692307,0.8115942028985508,1.6300098896026611
418,781864,HN,b47776c4b5a20771dc20f696a09a1004,/home/aydin/results/radPretrained/results/HN_b47776c4b5a20771dc20f696a09a1004/d56e850ce66278309b5089cb01d14576.dump,134,VGG19,Mid,ROIchannel,All,Mean,None,Bhattacharyya,8,NeuralNetwork,"{'layer_1': 4, 'layer_2': 16, 'layer_3': 64}",0.8134328358208955,0.9105908584169454,0.8461538461538461,0.8840579710144928,1.725027084350586
419,777619,HN,65998c3a27a6ce71f1423e08b3cb8a5d,/home/aydin/results/radPretrained/results/HN_65998c3a27a6ce71f1423e08b3cb8a5d/ff2f2e7e271f7bce9a8116b400d758c7.dump,134,VGG19,Mid,ROIchannel,Max,Mean,None,Bhattacharyya,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 4, 'layer_3': 4}",0.6567164179104478,0.8494983277591974,0.7538461538461538,0.782608695652174,1.656334400177002
420,773055,HN,ea79a36daf54087432d47ea43fdae92f,/home/aydin/results/radPretrained/results/HN_ea79a36daf54087432d47ea43fdae92f/7d6e608c356c5709dcec362bf05dafec.dump,134,VGG19,Mid,ROIcut,All,Max,None,Bhattacharyya,4,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 16}",0.7985074626865671,0.8764771460423634,0.8923076923076922,0.7681159420289855,1.8923547267913818
421,775972,HN,ad8ebe9fffd81bf3aa957427bf8e685c,/home/aydin/results/radPretrained/results/HN_ad8ebe9fffd81bf3aa957427bf8e685c/6385857aa2573153baf82b259422ace1.dump,134,VGG19,Mid,ROIcut,All,Mean,None,ET,4,NeuralNetwork,"{'layer_1': 16, 'layer_2': 4, 'layer_3': 64}",0.6567164179104478,0.8528428093645485,0.8461538461538461,0.7681159420289855,3.422211170196533
422,772103,HN,12071585458c23b64bc3b0bb3891eb2b,/home/aydin/results/radPretrained/results/HN_12071585458c23b64bc3b0bb3891eb2b/eefa10a24de632f4607ec43a887fc73e.dump,134,VGG19,Mid,ROIcut,Max,Mean,None,tScore,8,NeuralNetwork,"{'layer_1': 4, 'layer_2': 16, 'layer_3': 64}",0.7238805970149254,0.8421404682274247,0.8,0.7246376811594203,1.9607105255126953
423,752171,HN,27b8d7ba0a233f7215fcf9bb37f45748,/home/aydin/results/radPretrained/results/HN_27b8d7ba0a233f7215fcf9bb37f45748/1c83a6d37685cd7a1f660569f414b4b6.dump,134,VGG19,Top,ROI,All,Max,None,Anova,64,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 4}",0.8208955223880597,0.8978818283166109,0.8615384615384616,0.7971014492753623,1.487105369567871
424,754004,HN,3196742c8dd44f7ea9624aca002ff422,/home/aydin/results/radPretrained/results/HN_3196742c8dd44f7ea9624aca002ff422/86df224be4b5100ec79b131fab33bf02.dump,134,VGG19,Top,ROI,All,Mean,None,RF,2,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.8432835820895522,0.9063545150501673,0.8307692307692307,0.8840579710144928,3.6674556732177734
425,749794,HN,e9ade327fc138209c235703dec747c84,/home/aydin/results/radPretrained/results/HN_e9ade327fc138209c235703dec747c84/0f03e9e4e08a73552b3e1c2f02896d58.dump,134,VGG19,Top,ROI,Max,Mean,None,Bhattacharyya,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 16}",0.7985074626865671,0.8570791527313266,0.8307692307692307,0.782608695652174,1.672071933746338
426,762277,HN,8240840186d18e8b8a0a4268d27a1b72,/home/aydin/results/radPretrained/results/HN_8240840186d18e8b8a0a4268d27a1b72/e548460d6cd230aaaeaf2bd42d4823ea.dump,134,VGG19,Top,ROIchannel,All,Max,None,tScore,64,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 16}",0.8208955223880597,0.9032329988851728,0.8615384615384616,0.8405797101449275,2.1900930404663086
427,763560,HN,bd368be087e026b24860fefa6f138d68,/home/aydin/results/radPretrained/results/HN_bd368be087e026b24860fefa6f138d68/907a47cdbd84b6b9786fb4dd446ee712.dump,134,VGG19,Top,ROIchannel,All,Mean,None,LASSO,16,LogisticRegression,{'C': 1.0},0.8059701492537313,0.9032329988851728,0.8615384615384616,0.7971014492753623,1.096588134765625
428,761140,HN,acf58a07ff680ed41efe87cad33ce290,/home/aydin/results/radPretrained/results/HN_acf58a07ff680ed41efe87cad33ce290/70bb2eeaa4f23d2dd06ac6e8a6cf83b8.dump,134,VGG19,Top,ROIchannel,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 16}",0.7313432835820896,0.8254180602006689,0.7230769230769231,0.7971014492753623,2.324138641357422
429,757812,HN,e1d4ab57cbc6f71f6c0c46c8a63f207b,/home/aydin/results/radPretrained/results/HN_e1d4ab57cbc6f71f6c0c46c8a63f207b/881de8140282dc16aca6577a65d9a744.dump,134,VGG19,Top,ROIcut,All,Max,None,Bhattacharyya,16,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 16}",0.8134328358208955,0.8836120401337793,0.7846153846153846,0.855072463768116,1.7254822254180908
430,759724,HN,f7bdca547fc53b293d4de4008c23e7be,/home/aydin/results/radPretrained/results/HN_f7bdca547fc53b293d4de4008c23e7be/63696d751f44b33cc67d14a463c21888.dump,134,VGG19,Top,ROIcut,All,Mean,None,ET,4,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.7611940298507462,0.8552954292084727,0.8615384615384616,0.7101449275362319,3.5370452404022217
431,754466,HN,0efb32f0e64652304baf42cf6a559213,/home/aydin/results/radPretrained/results/HN_0efb32f0e64652304baf42cf6a559213/b71155943691fba6558414ad701afb14.dump,134,VGG19,Top,ROIcut,Max,Mean,None,Anova,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 16}",0.7313432835820896,0.8214046822742475,0.7846153846153846,0.7101449275362319,1.5766525268554688
432,939290,ISPY1,907349063a649702578a23baca48a332,/home/aydin/results/radPretrained/results/ISPY1_907349063a649702578a23baca48a332/1697b02e3f93d50365702705bb4ab750.dump,157,DenseNet169,Mid,ROI,All,Max,None,RF,32,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 4}",0.5732484076433121,0.6315091210613598,0.5970149253731343,0.6666666666666666,2.9213714599609375
433,940613,ISPY1,58b50a2427c42cb52ffd797d4d056f45,/home/aydin/results/radPretrained/results/ISPY1_58b50a2427c42cb52ffd797d4d056f45/8c34c055d193f7042ed70d702b0968b9.dump,157,DenseNet169,Mid,ROI,All,Mean,None,LASSO,2,NeuralNetwork,"{'layer_1': 4, 'layer_2': 16, 'layer_3': 16}",0.4394904458598726,0.6575456053067994,0.7761194029850746,0.5222222222222223,1.4275310039520264
434,935807,ISPY1,01815e9a7a486257b08746be50bc0dac,/home/aydin/results/radPretrained/results/ISPY1_01815e9a7a486257b08746be50bc0dac/19cd641d089382ad45f30dada6bb2915.dump,157,DenseNet169,Mid,ROI,Max,Mean,None,ET,2,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 16}",0.5031847133757962,0.7132669983416252,0.7164179104477613,0.6444444444444445,2.362931489944458
435,950295,ISPY1,d94d9e75eba45775de7cf65aae523137,/home/aydin/results/radPretrained/results/ISPY1_d94d9e75eba45775de7cf65aae523137/cf9cff3205d90795a0c913918eb473c9.dump,157,DenseNet169,Mid,ROIchannel,All,Max,None,RF,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.6369426751592356,0.6834162520729685,0.6417910447761195,0.6666666666666666,3.7715327739715576
436,952214,ISPY1,e9694abd2f6e0d2706b0ba1f435b4f81,/home/aydin/results/radPretrained/results/ISPY1_e9694abd2f6e0d2706b0ba1f435b4f81/80a284cda2d01aafecfafb70d14bdf90.dump,157,DenseNet169,Mid,ROIchannel,All,Mean,None,Anova,64,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 4}",0.4267515923566879,0.6911276948590381,0.7164179104477613,0.6222222222222222,1.1098301410675049
437,947061,ISPY1,a117d3d31c513eb1dd81cdd818fd1ba6,/home/aydin/results/radPretrained/results/ISPY1_a117d3d31c513eb1dd81cdd818fd1ba6/0e3b90c92215704b5201da801363bcf1.dump,157,DenseNet169,Mid,ROIchannel,Max,Mean,None,ET,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 64}",0.6878980891719745,0.7228855721393035,0.8059701492537313,0.6111111111111112,2.5470471382141113
438,944563,ISPY1,f20e14daad5c2dacccd2dd667f7e0b6e,/home/aydin/results/radPretrained/results/ISPY1_f20e14daad5c2dacccd2dd667f7e0b6e/dd8c9800337a9f443b12807d18788e96.dump,157,DenseNet169,Mid,ROIcut,All,Max,None,Anova,2,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 64}",0.6751592356687898,0.7064676616915423,0.6716417910447761,0.6888888888888889,1.2629497051239014
439,945356,ISPY1,a3fc92a03c705520ef69b9ce459d55e1,/home/aydin/results/radPretrained/results/ISPY1_a3fc92a03c705520ef69b9ce459d55e1/b71155943691fba6558414ad701afb14.dump,157,DenseNet169,Mid,ROIcut,All,Mean,None,Anova,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 16}",0.6687898089171974,0.691542288557214,0.7462686567164178,0.6222222222222222,1.6958653926849365
440,942745,ISPY1,d6bde0566565da4af8c060fc168841df,/home/aydin/results/radPretrained/results/ISPY1_d6bde0566565da4af8c060fc168841df/1c63a7d38a56092ac4a5c85a5e5d864e.dump,157,DenseNet169,Mid,ROIcut,Max,Mean,None,RF,2,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 4}",0.5286624203821656,0.7061359867330017,0.7014925373134329,0.6333333333333333,4.373840093612671
441,920960,ISPY1,aa8f70ff7b8c4139ffbe5cdf07498bd6,/home/aydin/results/radPretrained/results/ISPY1_aa8f70ff7b8c4139ffbe5cdf07498bd6/d34330133c780760729a6e86d952b02e.dump,157,DenseNet169,Top,ROI,All,Max,None,Anova,16,NeuralNetwork,"{'layer_1': 16, 'layer_2': 4, 'layer_3': 4}",0.5732484076433121,0.6427031509121061,0.6417910447761195,0.7,1.688896656036377
442,923327,ISPY1,76b2b8e675d2d8ea29650c13b66fc141,/home/aydin/results/radPretrained/results/ISPY1_76b2b8e675d2d8ea29650c13b66fc141/bc1dd317602e6d5b679f187c82cdb18a.dump,157,DenseNet169,Top,ROI,All,Mean,None,Bhattacharyya,1,RandomForest,{'n_estimators': 250},0.6560509554140127,0.6927031509121062,0.7164179104477613,0.6222222222222222,7.038731575012207
443,919869,ISPY1,bec2b30801247c5ab29ba4f6d9e96342,/home/aydin/results/radPretrained/results/ISPY1_bec2b30801247c5ab29ba4f6d9e96342/cc7061f7188b1cabd2281a71cc34b70d.dump,157,DenseNet169,Top,ROI,Max,Mean,None,Bhattacharyya,8,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 16}",0.6305732484076433,0.6464344941956882,0.6268656716417911,0.6888888888888889,2.214592695236206
444,933187,ISPY1,d3c200602d2c7154f046f267cdd941e7,/home/aydin/results/radPretrained/results/ISPY1_d3c200602d2c7154f046f267cdd941e7/eefc74d946bb2da86921c18450777887.dump,157,DenseNet169,Top,ROIchannel,All,Max,None,Bhattacharyya,64,RBFSVM,"{'C': 16.0, 'gamma': 'auto'}",0.6560509554140127,0.6975953565505804,0.6417910447761195,0.6555555555555556,2.0527901649475098
445,935288,ISPY1,335c1dc754b2c23b73b85d8ee56ba385,/home/aydin/results/radPretrained/results/ISPY1_335c1dc754b2c23b73b85d8ee56ba385/4f6cf7ab3579b924c8373a98aa34c020.dump,157,DenseNet169,Top,ROIchannel,All,Mean,None,LASSO,16,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 16}",0.5859872611464968,0.6724709784411278,0.6567164179104478,0.6333333333333333,2.8921477794647217
446,929925,ISPY1,2e96fcdf3637f32a366f9abd3cb09c99,/home/aydin/results/radPretrained/results/ISPY1_2e96fcdf3637f32a366f9abd3cb09c99/7d6e608c356c5709dcec362bf05dafec.dump,157,DenseNet169,Top,ROIchannel,Max,Mean,None,Bhattacharyya,4,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 16}",0.6751592356687898,0.6978441127694859,0.6268656716417911,0.7444444444444445,3.6702120304107666
447,927111,ISPY1,a519408bc7ddcc8cc058eb0679fb5b1a,/home/aydin/results/radPretrained/results/ISPY1_a519408bc7ddcc8cc058eb0679fb5b1a/420a5449edc864a4c0cd5ea87736f172.dump,157,DenseNet169,Top,ROIcut,All,Max,None,RF,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 4}",0.6751592356687898,0.7023217247097845,0.6268656716417911,0.7333333333333333,5.955351114273071
448,928996,ISPY1,07409019baede18e2712ae3d5d09988f,/home/aydin/results/radPretrained/results/ISPY1_07409019baede18e2712ae3d5d09988f/63f6c9e00cc0edc19ee01cba8ec09ca0.dump,157,DenseNet169,Top,ROIcut,All,Mean,None,tScore,32,NeuralNetwork,"{'layer_1': 4, 'layer_2': 64, 'layer_3': 16}",0.6178343949044586,0.6648424543946931,0.5671641791044777,0.7333333333333333,3.619018316268921
449,925976,ISPY1,7f877a17977c5cd0c5743555682c99b6,/home/aydin/results/radPretrained/results/ISPY1_7f877a17977c5cd0c5743555682c99b6/314add4444ddafec0fe12aa546305e6f.dump,157,DenseNet169,Top,ROIcut,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 4}",0.643312101910828,0.6895522388059702,0.6417910447761195,0.6777777777777778,4.067325592041016
450,836358,ISPY1,8474bc15a1a79ac91f690937807b5868,/home/aydin/results/radPretrained/results/ISPY1_8474bc15a1a79ac91f690937807b5868/a1faa68c1019c7580fa08ba957d06aea.dump,157,ResNet18,Mid,ROI,All,Max,None,tScore,1,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 4}",0.5732484076433121,0.6263681592039801,0.5522388059701493,0.6333333333333333,0.8567202091217041
451,838737,ISPY1,4ad04692bb21ef532fe90141a3ab2904,/home/aydin/results/radPretrained/results/ISPY1_4ad04692bb21ef532fe90141a3ab2904/88df57bd2c0b1365fe0d5a6b99ed67ac.dump,157,ResNet18,Mid,ROI,All,Mean,None,Bhattacharyya,16,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 64}",0.5923566878980892,0.624709784411277,0.7313432835820896,0.5111111111111111,0.934232234954834
452,835311,ISPY1,ffd68cb28f6b075a787a6ce8a7f48f7b,/home/aydin/results/radPretrained/results/ISPY1_ffd68cb28f6b075a787a6ce8a7f48f7b/5e98bbc8057f13e15f2afaf47423c0cd.dump,157,ResNet18,Mid,ROI,Max,Mean,None,Anova,1,LogisticRegression,{'C': 16.0},0.6751592356687898,0.6781094527363184,0.6567164179104478,0.6555555555555556,0.5588030815124512
453,848173,ISPY1,feda2d2e7c7e11d1c6473480db6b9add,/home/aydin/results/radPretrained/results/ISPY1_feda2d2e7c7e11d1c6473480db6b9add/dd8c9800337a9f443b12807d18788e96.dump,157,ResNet18,Mid,ROIchannel,All,Max,None,Anova,2,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 64}",0.7133757961783439,0.7595356550580431,0.7761194029850746,0.6888888888888889,1.0292155742645264
454,849683,ISPY1,f0ce35f39272f374c250d0c625638905,/home/aydin/results/radPretrained/results/ISPY1_f0ce35f39272f374c250d0c625638905/e1f7ced6a53f51ff71f7025bb3cf5aec.dump,157,ResNet18,Mid,ROIchannel,All,Mean,None,Anova,4,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 16}",0.43312101910828027,0.6933665008291874,0.5970149253731343,0.7888888888888889,0.850273609161377
455,846574,ISPY1,ad1799b91804232a3478ab5db6cb821c,/home/aydin/results/radPretrained/results/ISPY1_ad1799b91804232a3478ab5db6cb821c/626ac2012441c1d01abe03b3b146803b.dump,157,ResNet18,Mid,ROIchannel,Max,Mean,None,Anova,4,LogisticRegression,{'C': 1.0},0.6624203821656051,0.7058043117744611,0.6417910447761195,0.7222222222222222,0.5926153659820557
456,841538,ISPY1,325d3d592cebabd67e90a6331ef9966e,/home/aydin/results/radPretrained/results/ISPY1_325d3d592cebabd67e90a6331ef9966e/199f1fc167e6312dd48fed7b1374c424.dump,157,ResNet18,Mid,ROIcut,All,Max,None,Anova,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 16}",0.6815286624203821,0.7102819237147595,0.6417910447761195,0.7,0.7185766696929932
457,843666,ISPY1,862c1f0aa035d9aea8282a95a936e0bf,/home/aydin/results/radPretrained/results/ISPY1_862c1f0aa035d9aea8282a95a936e0bf/87b803381b0756d3a158feb27cdecb8a.dump,157,ResNet18,Mid,ROIcut,All,Mean,None,tScore,4,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.6687898089171974,0.6840796019900498,0.6417910447761195,0.7,0.9393160343170166
