,index,Dataset,expID,dumpPath,N,Architecture,FeatureLevel,ROIType,Slices,Aggregation,Augmentations,FSel,NFeatures,Clf,Clf_Parameters,Accuracy,AUC,Specificity,Sensitivity,Time_Overall
162,292780,Desmoid,8474bc15a1a79ac91f690937807b5868,/home/aydin/results/radPretrained/results/Desmoid_8474bc15a1a79ac91f690937807b5868/619107adff4121a636a96378855a25c8.dump,194,ResNet18,Mid,ROI,All,Max,None,LASSO,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 4}",0.7422680412371134,0.7555250200389327,0.7235772357723578,0.7605633802816901,1.4230139255523682
163,293960,Desmoid,4ad04692bb21ef532fe90141a3ab2904,/home/aydin/results/radPretrained/results/Desmoid_4ad04692bb21ef532fe90141a3ab2904/e2bd1fd48f604f4abb56a83d51166b52.dump,194,ResNet18,Mid,ROI,All,Mean,None,Anova,32,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.7371134020618557,0.7894194434902095,0.8130081300813008,0.647887323943662,0.8101897239685059
164,290957,Desmoid,ffd68cb28f6b075a787a6ce8a7f48f7b,/home/aydin/results/radPretrained/results/Desmoid_ffd68cb28f6b075a787a6ce8a7f48f7b/2005829f952fc9e57b718380ead8bcd6.dump,194,ResNet18,Mid,ROI,Max,Mean,None,Anova,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 64}",0.7268041237113402,0.763426084965075,0.7398373983739837,0.6901408450704225,1.342268705368042
165,302856,Desmoid,feda2d2e7c7e11d1c6473480db6b9add,/home/aydin/results/radPretrained/results/Desmoid_feda2d2e7c7e11d1c6473480db6b9add/e2cf38a5da44af0331cbf27425c091c4.dump,194,ResNet18,Mid,ROIchannel,All,Max,None,LASSO,32,RBFSVM,"{'C': 1.0, 'gamma': 'auto'}",0.788659793814433,0.8341921447383487,0.8048780487804879,0.7746478873239436,0.8504958152770996
166,304319,Desmoid,f0ce35f39272f374c250d0c625638905,/home/aydin/results/radPretrained/results/Desmoid_f0ce35f39272f374c250d0c625638905/1f38a58013757c97e071b42687b374e8.dump,194,ResNet18,Mid,ROIchannel,All,Mean,None,LASSO,64,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.7680412371134021,0.8485056681552731,0.7886178861788617,0.8591549295774648,0.9041576385498047
167,301619,Desmoid,ad1799b91804232a3478ab5db6cb821c,/home/aydin/results/radPretrained/results/Desmoid_ad1799b91804232a3478ab5db6cb821c/604456bb8d75c4c63f35b634c213abe3.dump,194,ResNet18,Mid,ROIchannel,Max,Mean,None,Anova,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 64}",0.7319587628865979,0.7862132142448184,0.6829268292682926,0.7605633802816901,1.533240795135498
168,298499,Desmoid,325d3d592cebabd67e90a6331ef9966e,/home/aydin/results/radPretrained/results/Desmoid_325d3d592cebabd67e90a6331ef9966e/1f5b9bb74baa833e99d8c74c262732fb.dump,194,ResNet18,Mid,ROIcut,All,Max,None,LASSO,16,LogisticRegression,{'C': 0.0625},0.7628865979381443,0.8305278827436162,0.7886178861788617,0.7887323943661971,0.736473560333252
169,299534,Desmoid,862c1f0aa035d9aea8282a95a936e0bf,/home/aydin/results/radPretrained/results/Desmoid_862c1f0aa035d9aea8282a95a936e0bf/ed0f44f1b9d2a355a614220e62ef0893.dump,194,ResNet18,Mid,ROIcut,All,Mean,None,ET,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 64}",0.7474226804123711,0.8152982938280088,0.6991869918699187,0.8309859154929577,3.303567409515381
170,296654,Desmoid,819429f8fda384b4bdc18170023c7b3e,/home/aydin/results/radPretrained/results/Desmoid_819429f8fda384b4bdc18170023c7b3e/b4f7f4cdafe507eefb6ac48376038941.dump,194,ResNet18,Mid,ROIcut,Max,Mean,None,LASSO,64,NaiveBayes,{},0.7268041237113402,0.770983625329211,0.7560975609756098,0.6901408450704225,0.7954697608947754
171,275901,Desmoid,ae764cf54795cc9b7f45a6d35a915f60,/home/aydin/results/radPretrained/results/Desmoid_ae764cf54795cc9b7f45a6d35a915f60/826f89fb2d1659c6ce7e86d57453f510.dump,194,ResNet18,Top,ROI,All,Max,None,tScore,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 64}",0.711340206185567,0.7809458376273903,0.7642276422764227,0.7183098591549296,2.438060998916626
172,277600,Desmoid,545d80bb2c2ca099b4f4af2fc771a489,/home/aydin/results/radPretrained/results/Desmoid_545d80bb2c2ca099b4f4af2fc771a489/9f60eea2693c25069de9aabfb483f24a.dump,194,ResNet18,Top,ROI,All,Mean,None,tScore,8,RandomForest,{'n_estimators': 125},0.8041237113402062,0.8434100538188483,0.7642276422764227,0.8028169014084507,4.164759397506714
173,273361,Desmoid,bdf78efc69c33ec6f5e18a210b9b2cb3,/home/aydin/results/radPretrained/results/Desmoid_bdf78efc69c33ec6f5e18a210b9b2cb3/38b39e6f146e75d8976811ec15ba26e7.dump,194,ResNet18,Top,ROI,Max,Mean,None,Anova,64,RBFSVM,"{'C': 1.0, 'gamma': 'auto'}",0.711340206185567,0.7611359212183672,0.7154471544715447,0.7464788732394366,1.3243482112884521
174,286103,Desmoid,242f14a84bd309fa4622c0e72d46f283,/home/aydin/results/radPretrained/results/Desmoid_242f14a84bd309fa4622c0e72d46f283/e01f10416d0b0d4e9459ca5882030e6e.dump,194,ResNet18,Top,ROIchannel,All,Max,None,RF,64,LogisticRegression,{'C': 0.015625},0.7164948453608248,0.7322798580098476,0.7317073170731707,0.6901408450704225,4.369626522064209
175,287295,Desmoid,cedac5da1d724a5c1379fe003117df21,/home/aydin/results/radPretrained/results/Desmoid_cedac5da1d724a5c1379fe003117df21/a57270774b36e4f8f6fd66077f3b7d5c.dump,194,ResNet18,Top,ROIchannel,All,Mean,None,RF,64,RBFSVM,"{'C': 0.25, 'gamma': 'auto'}",0.6752577319587629,0.7675483797091492,0.6341463414634146,0.7887323943661971,4.639393091201782
176,284271,Desmoid,4cefc6fdb8e95050d3494ff14b426144,/home/aydin/results/radPretrained/results/Desmoid_4cefc6fdb8e95050d3494ff14b426144/22d4ad9f15f43f3fc22b5af2631d27e9.dump,194,ResNet18,Top,ROIchannel,Max,Mean,None,Anova,32,RBFSVM,"{'C': 0.25, 'gamma': 'auto'}",0.6855670103092784,0.7154471544715447,0.7886178861788617,0.6197183098591549,1.217259168624878
177,281524,Desmoid,8953067f1fcc4985b75df7941ab1423f,/home/aydin/results/radPretrained/results/Desmoid_8953067f1fcc4985b75df7941ab1423f/66da36dbd0de40417d3d623e25053278.dump,194,ResNet18,Top,ROIcut,All,Max,None,ET,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 16}",0.7164948453608248,0.7850108782777967,0.6910569105691057,0.8309859154929577,3.5923593044281006
178,282701,Desmoid,3ead52c0c148cb81ee702b26c6f9bee7,/home/aydin/results/radPretrained/results/Desmoid_3ead52c0c148cb81ee702b26c6f9bee7/f710b6c330f1f1d6e0250030288af4e0.dump,194,ResNet18,Top,ROIcut,All,Mean,None,tScore,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 4}",0.7525773195876289,0.800870262223749,0.7642276422764227,0.7183098591549296,2.2360904216766357
179,279293,Desmoid,fa9e7ec0884bfad67c900df4c8e91a31,/home/aydin/results/radPretrained/results/Desmoid_fa9e7ec0884bfad67c900df4c8e91a31/9108853747750ad8b8d7481fd85aac38.dump,194,ResNet18,Top,ROIcut,Max,Mean,None,Anova,8,NeuralNetwork,"{'layer_1': 16, 'layer_2': 4, 'layer_3': 16}",0.39690721649484534,0.7330814153211954,0.6991869918699187,0.704225352112676,1.5087859630584717
180,325109,Desmoid,056d6b99e299b2f45152e80b598a6f59,/home/aydin/results/radPretrained/results/Desmoid_056d6b99e299b2f45152e80b598a6f59/1f38a58013757c97e071b42687b374e8.dump,194,ResNet50,Mid,ROI,All,Max,None,LASSO,64,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.7835051546391752,0.8637352570708806,0.7560975609756098,0.8309859154929577,2.11592698097229
181,327081,Desmoid,ad95069a771f9f80e0e277e20883916e,/home/aydin/results/radPretrained/results/Desmoid_ad95069a771f9f80e0e277e20883916e/0910feb2a557fa508cb73438ea1a83d2.dump,194,ResNet50,Mid,ROI,All,Mean,None,Anova,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 16}",0.7731958762886598,0.7982365739150349,0.8130081300813008,0.704225352112676,2.53835129737854
182,323806,Desmoid,b26b6e45f9e222b4ceff0cee360b43f1,/home/aydin/results/radPretrained/results/Desmoid_b26b6e45f9e222b4ceff0cee360b43f1/2f9a227256a64d9348ab1cbda9144366.dump,194,ResNet50,Mid,ROI,Max,Mean,None,Anova,16,NaiveBayes,{},0.7010309278350515,0.781747394938738,0.7560975609756098,0.7183098591549296,1.7577791213989258
183,337988,Desmoid,b3e11c01dbf3e0655c22878c3511441b,/home/aydin/results/radPretrained/results/Desmoid_b3e11c01dbf3e0655c22878c3511441b/b81c1498ba62767d6d9bc70c15c97027.dump,194,ResNet50,Mid,ROIchannel,All,Max,None,ET,16,RBFSVM,"{'C': 0.0625, 'gamma': 'auto'}",0.7835051546391752,0.8332760792396657,0.8211382113821138,0.7323943661971831,3.9911983013153076
184,339356,Desmoid,2cd1ae2ac1a533560d2e4b34190cc301,/home/aydin/results/radPretrained/results/Desmoid_2cd1ae2ac1a533560d2e4b34190cc301/eae680f151dc4e8d4a25294025f33e60.dump,194,ResNet50,Mid,ROIchannel,All,Mean,None,ET,32,LogisticRegression,{'C': 0.25},0.8247422680412371,0.8526279628993472,0.8455284552845528,0.7887323943661971,4.383912086486816
185,335392,Desmoid,de5a154749c83f7ed21208c968f13b1b,/home/aydin/results/radPretrained/results/Desmoid_de5a154749c83f7ed21208c968f13b1b/30400e9e7e75897ae52274ebfdd23dfb.dump,194,ResNet50,Mid,ROIchannel,Max,Mean,None,Anova,16,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.788659793814433,0.8343066529256843,0.7723577235772358,0.7887323943661971,1.9599084854125977
186,332193,Desmoid,b478b9954aceeba999dcd09edcfe0bb1,/home/aydin/results/radPretrained/results/Desmoid_b478b9954aceeba999dcd09edcfe0bb1/7a5e9f9b7cab088feebad2a7caf3a616.dump,194,ResNet50,Mid,ROIcut,All,Max,None,LASSO,32,RBFSVM,"{'C': 4.0, 'gamma': 'auto'}",0.7164948453608248,0.8056796060918355,0.6504065040650406,0.7887323943661971,2.2341420650482178
187,334520,Desmoid,8a5a46f0d3e211a9ceca632ee79c2f07,/home/aydin/results/radPretrained/results/Desmoid_8a5a46f0d3e211a9ceca632ee79c2f07/e1f24e72f544e764dd0eb570f03fd2ea.dump,194,ResNet50,Mid,ROIcut,All,Mean,None,LASSO,64,RBFSVM,"{'C': 0.015625, 'gamma': 'auto'}",0.7216494845360825,0.7873582961181724,0.7073170731707317,0.7746478873239436,2.311354637145996
188,329679,Desmoid,619ca5681bb5351e95a93d0df625d141,/home/aydin/results/radPretrained/results/Desmoid_619ca5681bb5351e95a93d0df625d141/ba1ba600f6ce3e03a0166625d689ce98.dump,194,ResNet50,Mid,ROIcut,Max,Mean,None,ET,8,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 64}",0.7474226804123711,0.7983510821023704,0.7235772357723578,0.7323943661971831,4.684494733810425
189,308558,Desmoid,1ffd86da6552711bd2f55d7d879da66b,/home/aydin/results/radPretrained/results/Desmoid_1ffd86da6552711bd2f55d7d879da66b/199f1fc167e6312dd48fed7b1374c424.dump,194,ResNet50,Top,ROI,All,Max,None,Anova,32,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 16}",0.7061855670103093,0.7796862475667009,0.7642276422764227,0.7323943661971831,3.5437095165252686
190,311237,Desmoid,8c4496173af09d89039811f5ed92f371,/home/aydin/results/radPretrained/results/Desmoid_8c4496173af09d89039811f5ed92f371/ff19cd146b59a984a6381035bbb03314.dump,194,ResNet50,Top,ROI,All,Mean,None,Anova,16,LogisticRegression,{'C': 1.0},0.7731958762886598,0.8183900148860643,0.7560975609756098,0.7464788732394366,3.208613872528076
191,307714,Desmoid,f3d8d8b1e1e9153ccac6406aab117361,/home/aydin/results/radPretrained/results/Desmoid_f3d8d8b1e1e9153ccac6406aab117361/5bda121b4e9fcf04ed2416653b785894.dump,194,ResNet50,Top,ROI,Max,Mean,None,Anova,32,LogisticRegression,{'C': 0.015625},0.7628865979381443,0.8230848505668155,0.7560975609756098,0.7746478873239436,3.0136971473693848
192,321290,Desmoid,76677c50b147d7dc0c32f6cf09f69ce9,/home/aydin/results/radPretrained/results/Desmoid_76677c50b147d7dc0c32f6cf09f69ce9/e1f24e72f544e764dd0eb570f03fd2ea.dump,194,ResNet50,Top,ROIchannel,All,Max,None,LASSO,64,RBFSVM,"{'C': 0.015625, 'gamma': 'auto'}",0.7628865979381443,0.8012710408794228,0.7723577235772358,0.7605633802816901,3.617070198059082
193,322086,Desmoid,6c9f11fc4f51bcd7bbf9be90044081d1,/home/aydin/results/radPretrained/results/Desmoid_6c9f11fc4f51bcd7bbf9be90044081d1/8a7f38f73b302c0da792ac6fe3569001.dump,194,ResNet50,Top,ROIchannel,All,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 4}",0.7164948453608248,0.7825489522500859,0.7479674796747968,0.7183098591549296,6.776850461959839
194,318342,Desmoid,689da96c8b87612e255ad448c8839141,/home/aydin/results/radPretrained/results/Desmoid_689da96c8b87612e255ad448c8839141/89ef24b3e04cef32e8e19469bfce4b10.dump,194,ResNet50,Top,ROIchannel,Max,Mean,None,tScore,64,RBFSVM,"{'C': 0.25, 'gamma': 'auto'}",0.7422680412371134,0.7877018206801786,0.7642276422764227,0.7183098591549296,6.299350023269653
195,315475,Desmoid,71de8b6a2dd4ba1593bcc0c8000e92c8,/home/aydin/results/radPretrained/results/Desmoid_71de8b6a2dd4ba1593bcc0c8000e92c8/b377e86039572fffb5a66c57a38b18b2.dump,194,ResNet50,Top,ROIcut,All,Max,None,LASSO,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 64}",0.7371134020618557,0.7850681323714647,0.7154471544715447,0.8028169014084507,4.329373121261597
196,315727,Desmoid,99b494a376ea585500eaf4a6cd9aedfc,/home/aydin/results/radPretrained/results/Desmoid_99b494a376ea585500eaf4a6cd9aedfc/0963b0a87e36e5c38afd59a30e037def.dump,194,ResNet50,Top,ROIcut,All,Mean,None,LASSO,64,RBFSVM,"{'C': 0.0625, 'gamma': 'auto'}",0.7371134020618557,0.7871292797435017,0.7804878048780488,0.7183098591549296,3.685941457748413
197,312362,Desmoid,303ddb7f7859efb4504e0b88806d5e68,/home/aydin/results/radPretrained/results/Desmoid_303ddb7f7859efb4504e0b88806d5e68/dca948ebe5c431f94601a41a386b2f00.dump,194,ResNet50,Top,ROIcut,Max,Mean,None,tScore,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 16}",0.7319587628865979,0.7891904271155387,0.7804878048780488,0.6901408450704225,6.401904344558716
198,359632,Desmoid,26bc774ab5d7388fd7829c3e0a1590eb,/home/aydin/results/radPretrained/results/Desmoid_26bc774ab5d7388fd7829c3e0a1590eb/856d3323bac27eb5c844cf371ffc4fb3.dump,194,VGG19,Mid,ROI,All,Max,None,ET,64,RandomForest,{'n_estimators': 250},0.7474226804123711,0.8320164891789762,0.7235772357723578,0.7887323943661971,8.43336820602417
199,361314,Desmoid,cd88370855842a342baf6e30ebf6272c,/home/aydin/results/radPretrained/results/Desmoid_cd88370855842a342baf6e30ebf6272c/f98f3d4bdb54005dcc0f117db641fd27.dump,194,VGG19,Mid,ROI,All,Mean,None,LASSO,32,LogisticRegression,{'C': 1.0},0.7731958762886598,0.8449559143478758,0.7642276422764227,0.7746478873239436,1.0801217555999756
200,357307,Desmoid,2a5992e681ac479f1f63593917f612d0,/home/aydin/results/radPretrained/results/Desmoid_2a5992e681ac479f1f63593917f612d0/0963b0a87e36e5c38afd59a30e037def.dump,194,VGG19,Mid,ROI,Max,Mean,None,LASSO,64,RBFSVM,"{'C': 0.0625, 'gamma': 'auto'}",0.7422680412371134,0.8202221458834307,0.7235772357723578,0.7887323943661971,1.3419921398162842
201,371508,Desmoid,5c16a49b35d182f52e7093d2ccc3abf5,/home/aydin/results/radPretrained/results/Desmoid_5c16a49b35d182f52e7093d2ccc3abf5/3b628f498258a47b287da73a1da5a75d.dump,194,VGG19,Mid,ROIchannel,All,Max,None,RF,64,LogisticRegression,{'C': 0.25},0.7216494845360825,0.825833047062865,0.7317073170731707,0.8169014084507042,3.410137176513672
202,374059,Desmoid,b47776c4b5a20771dc20f696a09a1004,/home/aydin/results/radPretrained/results/Desmoid_b47776c4b5a20771dc20f696a09a1004/81399ad40bed4e9b0d7283d734d46800.dump,194,VGG19,Mid,ROIchannel,All,Mean,None,Bhattacharyya,64,LogisticRegression,{'C': 64.0},0.7989690721649485,0.8348219397686935,0.8211382113821138,0.7605633802816901,1.0441639423370361
203,370068,Desmoid,65998c3a27a6ce71f1423e08b3cb8a5d,/home/aydin/results/radPretrained/results/Desmoid_65998c3a27a6ce71f1423e08b3cb8a5d/f80ecc5f66978648ec6644e132469a0e.dump,194,VGG19,Mid,ROIchannel,Max,Mean,None,Bhattacharyya,64,RBFSVM,"{'C': 64.0, 'gamma': 'auto'}",0.7577319587628866,0.8312721859612963,0.7560975609756098,0.8028169014084507,1.2711501121520996
204,365799,Desmoid,ea79a36daf54087432d47ea43fdae92f,/home/aydin/results/radPretrained/results/Desmoid_ea79a36daf54087432d47ea43fdae92f/920c03537ca80eb93fda8629069a200a.dump,194,VGG19,Mid,ROIcut,All,Max,None,RF,64,LogisticRegression,{'C': 0.0625},0.7525773195876289,0.7909080499255697,0.6829268292682926,0.8028169014084507,4.036676645278931
205,368057,Desmoid,ad8ebe9fffd81bf3aa957427bf8e685c,/home/aydin/results/radPretrained/results/Desmoid_ad8ebe9fffd81bf3aa957427bf8e685c/9ffa8cfa90fd9edd154f3c94a602f6c4.dump,194,VGG19,Mid,ROIcut,All,Mean,None,RF,32,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 4}",0.7216494845360825,0.7925111645482651,0.6910569105691057,0.7887323943661971,4.7292656898498535
206,363584,Desmoid,12071585458c23b64bc3b0bb3891eb2b,/home/aydin/results/radPretrained/results/Desmoid_12071585458c23b64bc3b0bb3891eb2b/b37e5519341ba13b2ad9a4cce8953d7e.dump,194,VGG19,Mid,ROIcut,Max,Mean,None,tScore,16,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 4}",0.7371134020618557,0.7696667811748541,0.7723577235772358,0.7183098591549296,2.07513689994812
207,342803,Desmoid,27b8d7ba0a233f7215fcf9bb37f45748,/home/aydin/results/radPretrained/results/Desmoid_27b8d7ba0a233f7215fcf9bb37f45748/e01f10416d0b0d4e9459ca5882030e6e.dump,194,VGG19,Top,ROI,All,Max,None,RF,64,LogisticRegression,{'C': 0.015625},0.7680412371134021,0.8276651780602313,0.7560975609756098,0.8028169014084507,4.393510103225708
208,345614,Desmoid,3196742c8dd44f7ea9624aca002ff422,/home/aydin/results/radPretrained/results/Desmoid_3196742c8dd44f7ea9624aca002ff422/0a63dfebb1852d5ae5384eea1be64c57.dump,194,VGG19,Top,ROI,All,Mean,None,Anova,32,LogisticRegression,{'C': 0.0625},0.7628865979381443,0.8488491927172793,0.7398373983739837,0.8309859154929577,0.992581844329834
209,341694,Desmoid,e9ade327fc138209c235703dec747c84,/home/aydin/results/radPretrained/results/Desmoid_e9ade327fc138209c235703dec747c84/5a06a699fef268b5c51ecba15b027f97.dump,194,VGG19,Top,ROI,Max,Mean,None,ET,64,LogisticRegression,{'C': 0.015625},0.7680412371134021,0.8582388640787817,0.8130081300813008,0.7605633802816901,2.786733865737915
210,354254,Desmoid,8240840186d18e8b8a0a4268d27a1b72,/home/aydin/results/radPretrained/results/Desmoid_8240840186d18e8b8a0a4268d27a1b72/3ad5be9423ddfd5bfa2ab04512e66766.dump,194,VGG19,Top,ROIchannel,All,Max,None,LASSO,64,LogisticRegression,{'C': 0.015625},0.7731958762886598,0.8369403412343983,0.7479674796747968,0.8450704225352113,1.1360256671905518
211,357007,Desmoid,bd368be087e026b24860fefa6f138d68,/home/aydin/results/radPretrained/results/Desmoid_bd368be087e026b24860fefa6f138d68/78015e107296256ac85b0380b2d72c60.dump,194,VGG19,Top,ROIchannel,All,Mean,None,LASSO,4,LogisticRegression,{'C': 0.25},0.7680412371134021,0.8467880453452422,0.7967479674796748,0.7464788732394366,1.1609840393066406
212,352262,Desmoid,acf58a07ff680ed41efe87cad33ce290,/home/aydin/results/radPretrained/results/Desmoid_acf58a07ff680ed41efe87cad33ce290/bd0f58457463695aad2f41ec52db3770.dump,194,VGG19,Top,ROIchannel,Max,Mean,None,LASSO,32,LogisticRegression,{'C': 0.015625},0.7731958762886598,0.8529714874613534,0.7642276422764227,0.8028169014084507,1.0929844379425049
213,348981,Desmoid,e1d4ab57cbc6f71f6c0c46c8a63f207b,/home/aydin/results/radPretrained/results/Desmoid_e1d4ab57cbc6f71f6c0c46c8a63f207b/e16abb6ed59cf343540614e6680959d4.dump,194,VGG19,Top,ROIcut,All,Max,None,tScore,32,RandomForest,{'n_estimators': 50},0.7216494845360825,0.7754494446352914,0.6747967479674797,0.7887323943661971,1.9645445346832275
214,349778,Desmoid,f7bdca547fc53b293d4de4008c23e7be,/home/aydin/results/radPretrained/results/Desmoid_f7bdca547fc53b293d4de4008c23e7be/80f00b4faaa86f9af76d4c879b2d9769.dump,194,VGG19,Top,ROIcut,All,Mean,None,Anova,16,NeuralNetwork,"{'layer_1': 4, 'layer_2': 16, 'layer_3': 64}",0.7164948453608248,0.7902210008015574,0.7723577235772358,0.7323943661971831,1.5021111965179443
215,347149,Desmoid,0efb32f0e64652304baf42cf6a559213,/home/aydin/results/radPretrained/results/Desmoid_0efb32f0e64652304baf42cf6a559213/fb2262443bbe351b31fe503483d8699c.dump,194,VGG19,Top,ROIcut,Max,Mean,None,Anova,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 64, 'layer_3': 4}",0.7164948453608248,0.7670903469598076,0.7723577235772358,0.647887323943662,1.7097408771514893
216,529541,GBM,907349063a649702578a23baca48a332,/home/aydin/results/radPretrained/results/GBM_907349063a649702578a23baca48a332/dd721bb9b3876d1577e447476ae1d115.dump,53,DenseNet169,Mid,ROI,All,Max,None,tScore,8,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 64}",0.7547169811320755,0.8461538461538461,0.7407407407407407,0.7692307692307693,1.9975790977478027
217,532591,GBM,58b50a2427c42cb52ffd797d4d056f45,/home/aydin/results/radPretrained/results/GBM_58b50a2427c42cb52ffd797d4d056f45/5413907d8f5a4b6d4fe3707d4faff760.dump,53,DenseNet169,Mid,ROI,All,Mean,None,ET,64,NeuralNetwork,"{'layer_1': 64, 'layer_2': 4, 'layer_3': 64}",0.7169811320754716,0.7891737891737891,0.7037037037037037,0.7307692307692307,2.8559927940368652
218,528863,GBM,01815e9a7a486257b08746be50bc0dac,/home/aydin/results/radPretrained/results/GBM_01815e9a7a486257b08746be50bc0dac/e4f17372664873623f173827b9f103e9.dump,53,DenseNet169,Mid,ROI,Max,Mean,None,LASSO,1,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 16}",0.5094339622641509,0.8148148148148149,0.8888888888888888,0.6923076923076923,1.186809778213501
219,542221,GBM,d94d9e75eba45775de7cf65aae523137,/home/aydin/results/radPretrained/results/GBM_d94d9e75eba45775de7cf65aae523137/9f54ce84e96c8b17957875facb13e594.dump,53,DenseNet169,Mid,ROIchannel,All,Max,None,Bhattacharyya,64,LogisticRegression,{'C': 16.0},0.660377358490566,0.7735042735042735,0.6666666666666667,0.7307692307692307,1.429086685180664
220,542550,GBM,e9694abd2f6e0d2706b0ba1f435b4f81,/home/aydin/results/radPretrained/results/GBM_e9694abd2f6e0d2706b0ba1f435b4f81/88bc566cff0e6f76cac4d0ea5251343a.dump,53,DenseNet169,Mid,ROIchannel,All,Mean,None,ET,16,NeuralNetwork,"{'layer_1': 64, 'layer_2': 16, 'layer_3': 64}",0.7358490566037735,0.7564102564102565,0.8518518518518519,0.6923076923076923,2.6561717987060547
221,540269,GBM,a117d3d31c513eb1dd81cdd818fd1ba6,/home/aydin/results/radPretrained/results/GBM_a117d3d31c513eb1dd81cdd818fd1ba6/cdfb84d69e6c6a11f8f1c1294a5289cd.dump,53,DenseNet169,Mid,ROIchannel,Max,Mean,None,ET,4,NeuralNetwork,"{'layer_1': 4, 'layer_2': 4, 'layer_3': 64}",0.5660377358490566,0.6645299145299145,0.5925925925925926,0.6923076923076923,1.7779417037963867
222,535576,GBM,f20e14daad5c2dacccd2dd667f7e0b6e,/home/aydin/results/radPretrained/results/GBM_f20e14daad5c2dacccd2dd667f7e0b6e/8c88076de6eb8ec151d5e74d03c7217d.dump,53,DenseNet169,Mid,ROIcut,All,Max,None,tScore,4,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 4}",0.5283018867924528,0.7592592592592593,0.8518518518518519,0.5769230769230769,2.181128978729248
223,537178,GBM,a3fc92a03c705520ef69b9ce459d55e1,/home/aydin/results/radPretrained/results/GBM_a3fc92a03c705520ef69b9ce459d55e1/6c2cbd45ade4ffe3b4288dbe5497a9f0.dump,53,DenseNet169,Mid,ROIcut,All,Mean,None,Bhattacharyya,2,RandomForest,{'n_estimators': 125},0.6037735849056604,0.7293447293447294,0.7037037037037037,0.6153846153846154,2.255552291870117
224,534779,GBM,d6bde0566565da4af8c060fc168841df,/home/aydin/results/radPretrained/results/GBM_d6bde0566565da4af8c060fc168841df/17102e29f1eb5f32c960e6e9da232285.dump,53,DenseNet169,Mid,ROIcut,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 4, 'layer_3': 4}",0.5471698113207547,0.725071225071225,0.7037037037037037,0.6923076923076923,1.4447824954986572
225,513468,GBM,aa8f70ff7b8c4139ffbe5cdf07498bd6,/home/aydin/results/radPretrained/results/GBM_aa8f70ff7b8c4139ffbe5cdf07498bd6/69231fd5607fdf38ecf8c453d4430aa8.dump,53,DenseNet169,Top,ROI,All,Max,None,Anova,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 16, 'layer_3': 64}",0.6226415094339622,0.7307692307692308,0.8148148148148149,0.5769230769230769,2.6939291954040527
226,514899,GBM,76b2b8e675d2d8ea29650c13b66fc141,/home/aydin/results/radPretrained/results/GBM_76b2b8e675d2d8ea29650c13b66fc141/ba1ba600f6ce3e03a0166625d689ce98.dump,53,DenseNet169,Top,ROI,All,Mean,None,ET,8,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 64}",0.6037735849056604,0.764957264957265,0.7777777777777778,0.6153846153846154,3.9757373332977295
227,511562,GBM,bec2b30801247c5ab29ba4f6d9e96342,/home/aydin/results/radPretrained/results/GBM_bec2b30801247c5ab29ba4f6d9e96342/b85b2e0603a4bb86d38b2ce7ad3835b6.dump,53,DenseNet169,Top,ROI,Max,Mean,None,tScore,64,NeuralNetwork,"{'layer_1': 16, 'layer_2': 64, 'layer_3': 64}",0.7358490566037735,0.809116809116809,0.8148148148148149,0.7307692307692307,3.3583295345306396
